Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Paull, GC; Filby, AL; Giddins, HG; Coe, TS; Hamilton, PB; Tyler, CR",,,,"Paull, Gregory C.; Filby, Amy L.; Giddins, Hannah G.; Coe, Tobias S.; Hamilton, Patrick B.; Tyler, Charles R.",,,Dominance Hierarchies in Zebrafish (Danio rerio) and Their Relationship with Reproductive Success,ZEBRAFISH,,,English,Article,,,,,,,FEMALE MATE CHOICE; SEXUAL SELECTION; BEHAVIOR; SIZE; MONOPOLIZATION; TERRITORIALITY; OVIPOSITION; AGGRESSION; QUALITY; FISH,"The zebrafish has considerable potential for use as a model in the study of behavior in social systems, particularly dominance hierarchies, which are widespread in nature and can affect the lifelong success of individuals. There is, however, a paucity of information relating to the characterization of social groups and significance of dominance hierarchies in the zebrafish model. This study set out to bridge this knowledge gap and better characterize dominance and its implications for reproductive success in both male and female zebrafish in colonies comprising of two males and two females. Analyses of four aggressive behaviors (chase, bite, repel, spar) were conducted twice daily over a 5-day period, and fertilized eggs were collected for parentage analyses using DNA microsatellite markers. Dominant-subordinate relationships occurred both between males and between females, and in both sexes, dominance was associated with a greater body size and higher levels of aggression. During the spawning period, dominant females were, however, less aggressive toward their subordinates than dominant males to their subordinates. Aggressive behaviors employed for maintaining dominance did not differ between the sexes, but in females, in contrast with males, the level of aggression directed toward the subordinate fish increased over the study period. Overall, dominance resulted in a greater total reproductive success in males but not in females; however, dominant females sired more offspring with the dominant male. The findings illustrate that energy invested in dominance behavior appears beneficial for both sexes in zebrafish.","[Paull, Gregory C.] Univ Exeter, Sch Biosci, Hatherly Labs, Exeter EX4 4PS, Devon, England",University of Exeter,"Paull, GC (corresponding author), Univ Exeter, Sch Biosci, Hatherly Labs, Prince Wales Rd, Exeter EX4 4PS, Devon, England.",g.c.paull@exeter.ac.uk,"Filby, Amy L/F-8546-2010",,"Department of the Environment, Food and Rural Affairs; University of Exeter; Natural Environment Research Council [NE/G019355/1] Funding Source: researchfish; NERC [NE/G019355/1] Funding Source: UKRI","Department of the Environment, Food and Rural Affairs(Department for Environment, Food & Rural Affairs (DEFRA)); University of Exeter; Natural Environment Research Council(UK Research & Innovation (UKRI)Natural Environment Research Council (NERC)); NERC(UK Research & Innovation (UKRI)Natural Environment Research Council (NERC))","The authors thank Dr. Carl Smith of the University of Leicester, United Kingdom, for his kind gift of the wild F2 generation zebrafish. P. B. H. was financially supported by the Department of the Environment, Food and Rural Affairs to C. R. T. T. S. C. was funded by the University of Exeter to C. R. T.",,39,143,166,1,80,"MARY ANN LIEBERT, INC",NEW ROCHELLE,"140 HUGUENOT STREET, 3RD FL, NEW ROCHELLE, NY 10801 USA",1545-8547,1557-8542,,ZEBRAFISH,Zebrafish,MAR,2010,7,1,,,SI,,109,117,,10.1089/zeb.2009.0618,http://dx.doi.org/10.1089/zeb.2009.0618,,,9,Developmental Biology; Zoology,Science Citation Index Expanded (SCI-EXPANDED),Developmental Biology; Zoology,587XM,20192850,,,,2024-03-03,WOS:000277029700013,View Full Record in Web of Science
J,"Pawlowski, S; Sauer, A; Shears, JA; Tyler, CR; Braunbeck, T",,,,"Pawlowski, S; Sauer, A; Shears, JA; Tyler, CR; Braunbeck, T",,,Androgenic and estrogenic effects of the synthetic androgen 17?-methyltestosterone on sexual development and reproductive performance in the fathead minnow (Pimephales promelas) determined using the gonadal recrudescence assay,AQUATIC TOXICOLOGY,,,English,Article,,,,,,fathead minnow (Pimephales promelas); gonadal recrudescence assay; 17 alpha-methyltestosterone; endocrine disruption; biomarker,ENDOCRINE-DISRUPTING CHEMICALS; TREATMENT PLANT EFFLUENTS; MESSENGER-RNA EXPRESSION; IN-VITRO; ENVIRONMENTAL ESTROGENS; PRIMARY CULTURES; SEWAGE; VITELLOGENIN; TURTLE; TEMPERATURE,"The effects of the androgen, 17alpha-methyltestosterone were assessed on sexual development and reproductive performance in the fathead minnow (Pimephales promelas) using a gonadal recrudescence assay. In this assay, mature male and female fathead minnow, previously kept under simulated winter conditions (15 degreesC; 8:16 h light:dark regime) were transferred to simulated summer conditions (25 degreesC water temperature; 16:8 h light:dark regime) to induce gonadal recrudescence. To assess sexual development fish were exposed to nominal concentrations of 0, 0.1, 1, 5 and 50 mug/L 17alpha-methyltestosterone. After 3 weeks of chemical exposure, effects on condition (condition factor, CF), plasma vitellogenin (VTG), secondary sex characteristics, gonad growth (gonadosomatic index; GSI) and gonad histology were investigated. Reproductive performance, including reproductive output (egg production), spawning behaviour, and fertilisation rate were measured over a subsequent 3-week-period in breeding adults maintained in clean water. 17alpha-Methyltestosterone had no effects on the condition of fish at any of the doses tested. 17alpha-Methyltestosterone induced both androgenic and estrogenic effects with females generally more affected by 17alpha-methyltestosterone than males: atretic follicles and male-specific sex characteristics (androgenic effect) were induced in females at greater than or equal to0.1 and greater than or equal to1 mug/L 17alpha-methyltestosterone, respectively. An inhibitory effect on ovary growth occurred at an exposure concentration of 50 mug/L 17alpha-methyltestosterone. In males 1 mug/L 17alpha-methyltestosterone induced a concentration-response induction of plasma vitellogenin (estrogenic effect) likely due to its conversion into 17alpha-methylestradiol, rather to the competition with endogenous steroids and their cross reactivity with the estrogen receptor. In the fish breeding studies, concentration-dependent reductions in egg number, fertilisation rate and increases in abnormal sexual behaviour in females were observed. All of these effects occurred at exposure concentrations of greater than or equal to5 mug/L 17alpha-methyltestosterone. Thus, it could be assumed that the observed estrogenic effects in male fathead minnow were likely to the conversion of 17alpha-methyltestosterone into the estrogen 17alpha-methylestradiol, rather to the acting of 17alpha-methyltestosterone itself. In conclusion to this, showing hormonally activity of 17alpha-methyltestosterone in fish down to 100 ng/L, indicates that its potency was close to the range of several naturally occurring estrogens. (C) 2004 Elsevier B.V. All rights reserved.","IBACON GmbH, Inst Biol Analyt & Consulting, D-64380 Rossdorf, Germany; Heidelberg Univ, Dept Zool, Sect Morphol Ecol 5, Aquat Toxicol & Ecotoxicol Grp, D-69120 Heidelberg, Germany; Univ Exeter, Sch Biol Sci, Hatherly Labs, Exeter EX4 4PS, Devon, England",Ruprecht Karls University Heidelberg; University of Exeter,"Pawlowski, S (corresponding author), IBACON GmbH, Inst Biol Analyt & Consulting, Arheilger Weg 17, D-64380 Rossdorf, Germany.",spawlows@zoo.uni-heidelberg.de,,,,,,,48,76,89,4,44,ELSEVIER,AMSTERDAM,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",0166-445X,1879-1514,,AQUAT TOXICOL,Aquat. Toxicol.,JUN 24,2004,68,3,,,,,277,291,,10.1016/j.aquatox.2004.03.018,http://dx.doi.org/10.1016/j.aquatox.2004.03.018,,,15,Marine & Freshwater Biology; Toxicology,Science Citation Index Expanded (SCI-EXPANDED),Marine & Freshwater Biology; Toxicology,829QZ,15159053,,,,2024-03-03,WOS:000222066000006,View Full Record in Web of Science
J,"Plenderleith, M; van Oosterhout, C; Robinson, RL; Turner, GF",,,,"Plenderleith, M; van Oosterhout, C; Robinson, RL; Turner, GF",,,Female preference for conspecific males based on olfactory cues in a Lake Malawi cichlid fish,BIOLOGY LETTERS,,,English,Article,,,,,,olfaction; Cichlidae; mate choice; reproductive isolation; Pseudotropheus; sexual selection,SEXUAL SELECTION; MATE CHOICE; MALE COLORATION; SPECIATION; RECOGNITION; NYEREREI; COMPLEX,"Research on reproductive isolation in African cichlid fishes has largely focused on the role of nuptial colours, but other sensory modes may play an important role in mate choice. Here, we compare the relative importance of visual and olfactory cues in mate recognition by females of a Lake Malawi cichlid species. Female Pseudotropheus emmiltos were given a choice of spawning next to a conspecific male or a male of the closely-related sympatric Pseudotropheus fainzilberi. Significant preference for conspecific males only occurred when olfactory cues were present. This suggests that divergence of olfactory signals may have been an important influence on the explosive radiation of the East African species flock.","Univ Hull, Dept Biol Sci, Kingston Upon Hull HU6 7RX, N Humberside, England",University of Hull,"Turner, GF (corresponding author), Univ Hull, Dept Biol Sci, Kingston Upon Hull HU6 7RX, N Humberside, England.",g.f.turner@hull.ac.uk,"van Oosterhout, Cock/A-6672-2008","van Oosterhout, Cock/0000-0002-5653-738X; Turner, George/0000-0003-0099-7261",,,,,23,115,131,1,93,ROYAL SOCIETY,LONDON,"6-9 CARLTON HOUSE TERRACE, LONDON SW1Y 5AG, ENGLAND",1744-9561,,,BIOL LETT-UK,Biol. Lett.,DEC 22,2005,1,4,,,,,411,414,,10.1098/rsbl.2005.0355,http://dx.doi.org/10.1098/rsbl.2005.0355,,,4,Biology; Ecology; Evolutionary Biology,Science Citation Index Expanded (SCI-EXPANDED),Life Sciences & Biomedicine - Other Topics; Environmental Sciences & Ecology; Evolutionary Biology,992VH,17148220,Green Published,,,2024-03-03,WOS:000233911600009,View Full Record in Web of Science
J,"PUCKETT, KJ; DILL, LM",,,,"PUCKETT, KJ; DILL, LM",,,THE ENERGETICS OF FEEDING TERRITORIALITY IN JUVENILE COHO SALMON (ONCORHYNCHUS-KISUTCH),BEHAVIOUR,,,English,Article,,,,,,,,,,,"PUCKETT, KJ (corresponding author), SIMON FRASER UNIV,DEPT BIOL SCI,BURNABY V5A 1S6,BC,CANADA.",,,,,,,,21,130,142,0,17,E J BRILL,LEIDEN,"PO BOX 9000, 2300 PA LEIDEN, NETHERLANDS",0005-7959,,,BEHAVIOUR,Behaviour,,1985,92,,1-2,,,,97,111,,10.1163/156853985X00398,http://dx.doi.org/10.1163/156853985X00398,,,15,Behavioral Sciences; Zoology,Science Citation Index Expanded (SCI-EXPANDED),Behavioral Sciences; Zoology,ADY71,,Green Submitted,,,2024-03-03,WOS:A1985ADY7100006,View Full Record in Web of Science
J,"Rawson, CA; Lim, RP; Warne, MSJ",,,,"Rawson, Christopher A.; Lim, Richard P.; Warne, Michael St. J.",,,Skeletal morphology and maturation of male Gambusia holbrooki exposed to sewage treatment plant effluent,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,,,English,Article,,,,,,endocrine disruption; Gambusia holbrooki; sewage treatment plant; hemal spines; estrogenic; Australia,REPRODUCTIVE CHARACTERISTICS; MOSQUITOFISH; AFFINIS; ESTROGENS; BEHAVIOR; 17-BETA-ESTRADIOL,"Sewage effluent has been identified as a major source of endocrine disrupting chemicals (EDCs) in the aquatic environment. The modified hemal spines (modified skeletal structures important in reproduction) of mosquitofish, Gambusia spp. have been shown to be under androgenic control and to be affected by exposure to estrogen. The current study aimed to investigate the effects of two sewage treatment plants (STPs) in Sydney, Australia on the morphology of hemal spines in populations of Gambusia holbrooki and on the ability of the fish to reach sexual maturity. The effluent from the two STPs had different effects on the hemal spines of males. At St. Marys differences in hemal spine morphology between fish upstream and downstream of the STP were not attributable to effluent from the STP. At Quakers Hill, results suggest that the effluent is generally estrogenic to G. holbrooki. There was a decrease in the proportion of males that were morphologically mature downstream of both STPs indicating potential population level effects that were associated with the presence of the STPs. (C) 2008 Elsevier Inc. All rights reserved.","[Rawson, Christopher A.; Lim, Richard P.] Univ Technol Sydney, IWERM, Sydney, NSW 2007, Australia; [Rawson, Christopher A.; Lim, Richard P.] Univ Technol Sydney, Dept Environm Sci, Sydney, NSW 2007, Australia; [Warne, Michael St. J.] Ctr Environm Contaminants, CSIRO, Glen Osmond, SA 5064, Australia",University of Technology Sydney; University of Technology Sydney; Commonwealth Scientific & Industrial Research Organisation (CSIRO),"Rawson, CA (corresponding author), Univ Technol Sydney, IWERM, Sydney, NSW 2007, Australia.",Christopher.A.Rawson@uts.edu.au,"Warne, Michael StJ/F-2942-2010; Lim, Richard/A-1481-2011","Rawson, Christopher/0000-0003-3679-5610; Lim, Richard/0000-0002-4916-5688; Warne, Michael/0000-0003-1804-7889",,,,,26,18,22,2,24,ACADEMIC PRESS INC ELSEVIER SCIENCE,SAN DIEGO,"525 B ST, STE 1900, SAN DIEGO, CA 92101-4495 USA",0147-6513,1090-2414,,ECOTOX ENVIRON SAFE,Ecotox. Environ. Safe.,JUL,2008,70,3,,,,,453,461,,10.1016/j.ecoenv.2007.12.012,http://dx.doi.org/10.1016/j.ecoenv.2007.12.012,,,9,Environmental Sciences; Toxicology,Science Citation Index Expanded (SCI-EXPANDED),Environmental Sciences & Ecology; Toxicology,317UX,18243308,Green Submitted,,,2024-03-03,WOS:000257046800011,View Full Record in Web of Science
J,"Robison, BD; Rowland, W",,,,"Robison, BD; Rowland, W",,,A potential model system for studying the genetics of domestication:: behavioral variation among wild and domesticated strains of zebra danio (Danio rerio),CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,,,English,Article,,,,,,,SALMON ONCORHYNCHUS-KISUTCH; JUVENILE RAINBOW-TROUT; MEDAKA ORYZIAS-LATIPES; ATLANTIC SALMON; SWIMMING PERFORMANCE; PREDATOR AVOIDANCE; FEEDING-BEHAVIOR; BROWN TROUT; HATCHERY; GROWTH,"The process of domestication in fish is fundamentally important to conservation efforts because of the extensive use of hatcheries to mitigate population declines. Research into the genetic changes associated with the domestication process in many endangered species is impeded by a lack of genomic tools, long generation times, and large space requirements. The study of the genetics of fish domestication could therefore benefit from the introduction of a model system. In this paper, we document behavioral and growth rate differences observed between a domesticated laboratory strain of zebra danio (Danio rerio) and a strain newly introduced into the laboratory from its native habitat in India. Domesticated zebra danio showed a higher degree of surface orientation, a reduced startle response, and higher growth rate compared with wild zebra danio. Wild-domesticated interstrain hybrids were intermediate in phenotype for all traits. When strains were reared together, most interstrain behavioral differences were maintained, indicating a genetic basis underlying the interstrain phenotypic variation. Phenotypic differences observed in this study are consistent with the effects of domestication in other fish species, indicating that the zebra danio can be used as a model system for studying the genetics of the domestication process in fish.","Indiana Univ, Dept Biol, Bloomington, IN 47405 USA",Indiana University System; Indiana University Bloomington,"Robison, BD (corresponding author), Univ Idaho, Dept Biol Sci, POB 443051, Moscow, ID 83844 USA.",brobison@uidaho.edu,"Robison, Barrie/AGW-1927-2022","Robison, Barrie/0000-0003-4458-926X",,,,,34,69,82,1,35,NATL RESEARCH COUNCIL CANADA,OTTAWA,"RESEARCH JOURNALS, MONTREAL RD, OTTAWA, ONTARIO K1A 0R6, CANADA",0706-652X,,,CAN J FISH AQUAT SCI,Can. J. Fish. Aquat. Sci.,SEP,2005,62,9,,,,,2046,2054,,10.1139/F05-118,http://dx.doi.org/10.1139/F05-118,,,9,Fisheries; Marine & Freshwater Biology,Science Citation Index Expanded (SCI-EXPANDED),Fisheries; Marine & Freshwater Biology,964OG,,,,,2024-03-03,WOS:000231889800011,View Full Record in Web of Science
J,"RODD, FH; SOKOLOWSKI, MB",,,,"RODD, FH; SOKOLOWSKI, MB",,,"COMPLEX ORIGINS OF VARIATION IN THE SEXUAL-BEHAVIOR OF MALE TRINIDADIAN GUPPIES, POECILIA-RETICULATA - INTERACTIONS BETWEEN SOCIAL-ENVIRONMENT, HEREDITY, BODY-SIZE AND AGE",ANIMAL BEHAVIOUR,,,English,Article,,,,,,,LIFE-HISTORY EVOLUTION; ALTERNATIVE MATING-BEHAVIOR; FEMALE CHOICE; MATE CHOICE; XIPHOPHORUS-HELLERI; COLOR PATTERNS; GEOGRAPHIC-VARIATION; NATURAL-POPULATIONS; PISCES-POECILIIDAE; LATIPINNA PISCES,"Field observations have shown that there are inter-population differences in the sexual behaviour of male guppies in Trinidad. The greatest differences are between guppies that co-exist with different predators. Here, the sexual behaviour of male Trinidadian guppies was studied to determine to what extent these differences in behaviour evolved in response to selection pressure by the predators, to what extent they are an environmentally induced response to aspects of guppy biology that covary with the predators and to what extent these factors interact. To do this, male offspring of guppies from different predator localities were reared in the laboratory under conditions designed to mimic natural variation in wild populations. Two aspects of young male guppies' social environment were manipulated: (1) population demography and (2) origin (predator locality) of conspecifics. Heredity (origin of the males' parents) was responsible for only a small proportion of the variation in sexual behaviour; social environment had a much greater influence. Also, inter-population variation was found in the degree to which a male's behaviour was affected by demographic conditions and in the relationship between a male's body size and his rate of courtship. Male sexual behaviour also varied with male age and with the origin of the female being courted. Various components of male sexual behaviour (e.g. courtship, mating attempts) were influenced to different degrees by the factors examined. Therefore, inter-population differences in male sexual behaviour result from complex interactions between heritable factors, social environment, male age and male size.","YORK UNIV, DEPT BIOL, 4700 KEELE ST, N YORK, ON M3J 1P3, CANADA",York University - Canada,,,,,,,,,91,78,88,0,65,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,LONDON,"24-28 OVAL RD, LONDON NW1 7DX, ENGLAND",0003-3472,1095-8282,,ANIM BEHAV,Anim. Behav.,MAY,1995,49,5,,,,,1139,1159,,,,,,21,Behavioral Sciences; Zoology,Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI),Behavioral Sciences; Zoology,QZ999,,,,,2024-03-03,WOS:A1995QZ99900001,View Full Record in Web of Science
J,"Rodgers-Gray, TP; Jobling, S; Kelly, C; Morris, S; Brighty, G; Waldock, MJ; Sumpter, JP; Tyler, CR",,,,"Rodgers-Gray, TP; Jobling, S; Kelly, C; Morris, S; Brighty, G; Waldock, MJ; Sumpter, JP; Tyler, CR",,,Exposure of juvenile roach (Rutilus rutilus) to treated sewage effluent induces dose-dependent and persistent disruption in gonadal duct development,ENVIRONMENTAL SCIENCE & TECHNOLOGY,,,English,Article,,,,,,,ESTROGENIC CHEMICALS; STW EFFLUENT; TROUT; DIFFERENTIATION; IDENTIFICATION; FEMINIZATION; INDUCTION; STEROIDS; TESTIS,"Wild roach (Rutilus rutilus) have been found with intersex gonads in rivers throughout the United Kingdom. The incidence of intersexuality is strongly correlated with discharges of estrogenic treated sewage effluent into those rivers, and this has led to the hypothesis that estrogenic chemicals in effluents are feminizing wild male fish. In this study, early-life stage roach (50 days post hatch, dph) were exposed for 150 days to a graded concentration (0%, 12.5%, 25%, 50%, and 100%) of treated sewage (primarily domestic) effluent to examine the effects of exposure on sexual differentiation and development. Measurement of steroid estrogens and alkylphenolic chemicals in the effluent and a resulting dose-dependent induction of vitellogenin (VTG; a female-specific, estrogen-dependent plasma protein) confirmed that the fish had been exposed and responded to estrogen in the effluent. Exposure to treated sewage effluent induced feminization of the reproductive ducts in male roach in a dose-dependent manner (in full-strength effluent, 100% of the fish had feminized ducts), indicating that the disruption of the gonad ducts seen in wild roach is the result of exposure to treated sewage effluents during early-life stages. There were no effects of treated sewage effluent exposure on germ cell development; therefore, no oocytes occurred in the testes of the feminized male roach. Subsequent, depuration of the effluent exposed fish in clean water for 150 days resulted in a reduction in plasma VTG but no alteration of the feminized ducts, indicating that the effect of the treated sewage effluent on reproductive duct development was permanent. The causality of oocytes in the testes of wild male roach therefore remains to be elucidated.","Brunel Univ, Dept Biol Sci, Fish Physiol Res Grp, Uxbridge UB8 3PH, Middx, England; CEFAS Fisheries Lab, Burnham On Crouch CM0 8HA, Essex, England; UK Environm Agcy, Natl Ctr Ecotoxicol Hazardous Subst, Wallingford, England; Univ Exeter, Sch Biol Sci, Hatherly Labs, Environm & Mol Fish Biol Re Grp, Exeter EX4 4PS, Devon, England",Brunel University; Centre for Environment Fisheries & Aquaculture Science; University of Exeter,"Rodgers-Gray, TP (corresponding author), Brunel Univ, Dept Biol Sci, Fish Physiol Res Grp, Uxbridge UB8 3PH, Middx, England.",Trevor.Rodgers-Gray@brunel.ac.uk,"jobling, susan/N-9316-2016; sumpter, john/HGB-7584-2022","jobling, susan/0000-0002-9322-9597;",,,,,28,211,243,1,47,AMER CHEMICAL SOC,WASHINGTON,"1155 16TH ST, NW, WASHINGTON, DC 20036 USA",0013-936X,1520-5851,,ENVIRON SCI TECHNOL,Environ. Sci. Technol.,FEB 1,2001,35,3,,,,,462,470,,10.1021/es001225c,http://dx.doi.org/10.1021/es001225c,,,9,"Engineering, Environmental; Environmental Sciences",Science Citation Index Expanded (SCI-EXPANDED),Engineering; Environmental Sciences & Ecology,397ZA,11351715,,,,2024-03-03,WOS:000166727700016,View Full Record in Web of Science
J,"Rostkowski, P; Horwood, J; Shears, JA; Lange, A; Oladapo, FO; Besselink, HT; Tyler, CR; Hill, EM",,,,"Rostkowski, Pawel; Horwood, Julia; Shears, Janice A.; Lange, Anke; Oladapo, Francis O.; Besselink, Harrie T.; Tyler, Charles R.; Hill, Elizabeth M.",,,Bioassay-Directed Identification of Novel Antiandrogenic Compounds in Bile of Fish Exposed to Wastewater Effluents,ENVIRONMENTAL SCIENCE & TECHNOLOGY,,,English,Article,,,,,,,TREATMENT WORKS EFFLUENTS; ANDROGEN RECEPTOR; BISPHENOL-A; PHARMACEUTICALS; CONTAMINANTS; RIVERS; NONYLPHENOL; ENVIRONMENT; TRICLOSAN; ESTROGENS,"The widespread occurrence of feminized male fish downstream of some UK Wastewater Treatment Works (WwTWs) has been associated with exposure to estrogenic and potentially antiandrogenic (AA) contaminants in the effluents. In this study, profiling of AA contaminants in WwTW effluents and fish was conducted using HPLC in combination with in vitro androgen receptor transcription screens. Analysis of extracts of wastewater effluents revealed complex profiles of AA activity comprising 21-53 HPLC fractions. Structures of bioavailable antiandrogens were identified by exposing rainbow trout to a WwTW effluent and profiling the bile for AA activity using yeast (anti-YAS) and mammalian-based (AR-CALUX) androgen receptor transcription screens. The predominant fractions with AA activity in both androgen receptor screens contained the germicides chlorophene and triclosan, and together these contaminants accounted for 51% of the total anti-YAS activity in the fish bile. Other AA compounds identified in bile included chloroxylenol, dichlorophene, resin acids, napthols, oxybenzone, 4-nonylphenol, and bisphenol A. Pure standards of these compounds were active in the androgen receptor screens at potencies relative to flutamide of between 0.1 and 13.0. Thus, we have identified, for the first time, a diverse range of AA chemicals in WwTWs that are bioavailable to fish and which need to be assessed for their risk to the reproductive health of these organisms and other aquatic biota.","[Rostkowski, Pawel; Horwood, Julia; Oladapo, Francis O.; Hill, Elizabeth M.] Univ Sussex, Dept Biol & Environm Sci, Brighton BN1 9QG, E Sussex, England; [Shears, Janice A.; Lange, Anke; Tyler, Charles R.] Univ Exeter, Sch Biosci, Exeter EX4 4PS, Devon, England; [Besselink, Harrie T.] BioDetect Syst BV BDS, NL-1098 XH Amsterdam, Netherlands",University of Sussex; University of Exeter,"Hill, EM (corresponding author), Univ Sussex, Dept Biol & Environm Sci, Brighton BN1 9QG, E Sussex, England.",E.M.Hill@sussex.ac.uk,"Rostkowski, Pawel/H-8208-2019; Lange, Anke/F-9643-2010","Rostkowski, Pawel/0000-0001-9778-4283; Lange, Anke/0000-0003-0665-8404","UK Natural Environmental Research Council [NE/E017363/1, NE/E016634/1]; NERC [NE/E016634/1, NE/E017363/1] Funding Source: UKRI; Natural Environment Research Council [NE/E017363/1, NE/E016634/1] Funding Source: researchfish",UK Natural Environmental Research Council(UK Research & Innovation (UKRI)Natural Environment Research Council (NERC)); NERC(UK Research & Innovation (UKRI)Natural Environment Research Council (NERC)); Natural Environment Research Council(UK Research & Innovation (UKRI)Natural Environment Research Council (NERC)),This work was funded by the UK Natural Environmental Research Council (NE/E017363/1 and NE/E016634/1) to E.H. and C.RT.,,32,112,121,1,176,AMER CHEMICAL SOC,WASHINGTON,"1155 16TH ST, NW, WASHINGTON, DC 20036 USA",0013-936X,,,ENVIRON SCI TECHNOL,Environ. Sci. Technol.,DEC 15,2011,45,24,,,,,10660,10667,,10.1021/es202966c,http://dx.doi.org/10.1021/es202966c,,,8,"Engineering, Environmental; Environmental Sciences",Science Citation Index Expanded (SCI-EXPANDED),Engineering; Environmental Sciences & Ecology,862TZ,22047186,,,,2024-03-03,WOS:000298118300055,View Full Record in Web of Science
J,"ROWLAND, WJ",,,,"ROWLAND, WJ",,,"MATE CHOICE BY MALE STICKLEBACKS, GASTEROSTEUS-ACULEATUS",ANIMAL BEHAVIOUR,,,English,Article,,,,,,,,,,,"ROWLAND, WJ (corresponding author), INDIANA UNIV, DEPT BIOL, BLOOMINGTON, IN 47405 USA.",,,,,,,,28,91,97,1,24,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,LONDON,"24-28 OVAL RD, LONDON NW1 7DX, ENGLAND",0003-3472,1095-8282,,ANIM BEHAV,Anim. Behav.,,1982,30,NOV,,,,,1093,1098,,10.1016/S0003-3472(82)80199-1,http://dx.doi.org/10.1016/S0003-3472(82)80199-1,,,6,Behavioral Sciences; Zoology,Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI),Behavioral Sciences; Zoology,PT679,,,,,2024-03-03,WOS:A1982PT67900017,View Full Record in Web of Science
