key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-732627097,Waterborne agrichemicals compromise the anti-predatory behavior of zebrafish,2020,NA,NA,Environmental Science and Pollution Research,09441344 (ISSN),27,31,38559-38567,"Pompermaier, A. and Kirsten, K. and Soares, S.M. and Fortuna, M. and Kalichak, F. and Idalencio, R. and Koakoski, G. and Barreto, R.E. and Barcellos, L.J.G.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087474825&doi=10.1007%2fs11356-020-09862-2&partnerID=40&md5=71f23866178a6675ffe44c772fbc077d,English,Springer Science and Business Media Deutschland GmbH,"[""Programa de Pós-Graduação em Ciências Ambientais, Universidade de Passo Fundo (UPF), BR 285, São José, Passo Fundo, 99052-900, RS, Brazil"", ""Programa de Pós-Graduação em Bioexperimentação, Universidade de Passo Fundo (UPF), BR 285, São José, Passo Fundo, 99052-900, RS, Brazil"", ""Programa de Pós-Graduação em Farmacologia, Universidade Federal de Santa Maria (UFSM), Av. Roraima, 1000, Cidade Universitária, Camobi, Santa Maria, 97105-900, RS, Brazil"", ""Curso de Medicina Veterinária, Faculdades Integradas do Vale do Iguaçu (Uniguaçu), Rua Padre Saporiti, 717, Rio D’Areia, União da Vitória, 84600-904, PR, Brazil"", ""Curso de Medicina Veterinária, Universidade de Passo Fundo (UPF), BR 285, São José, Passo Fundo, 99052-900, RS, Brazil"", ""Department of Structural and Functional Biology, Institute of Biosciences of Botucatu, CAUNESP, UNESP, Botucatu, 18618-689, SP, Brazil""]","Due to human activities, there is an increasing presence of agrochemicals residues in water bodies, which could be attributed to an increased use of these chemicals, incorrect disposal of packaging materials, and crop leaching. The effects of these residues on prey-predator relationship of aquatic animals are poorly known. Here, we show that fish acutely exposed to glyphosate, 2,4-D, and methylbenzoate-based agrichemicals have their anti-predatory responses impaired. We exposed zebrafish to sub-lethal concentrations of agrichemicals and evaluated their behavioral reaction against a simulated bird predatory strike. We observed that agrichemical-exposed fish spent more time in a risky area, suggesting that the pesticides interfered with their ability of risk perception. Our results highlight the impairment and environmental consequences of agrochemical residues, which can affect aquatic life and crucial elements for life (food web) such as the prey-predator relationship. © 2020, Springer-Verlag GmbH Germany, part of Springer Nature.","Export Date: 01 March 2024; Cited By: 13; Correspondence Address: L.J.G. Barcellos; Curso de Medicina Veterinária, Universidade de Passo Fundo (UPF), Passo Fundo, BR 285, São José, 99052-900, Brazil; email: lbarcellos@upf.br; CODEN: ESPLE | RAYYAN-INCLUSION: {""Kyle ""=>""Maybe"", ""Aneesh""=>""Maybe""} | RAYYAN-LABELS: may have other behaviours | USER-NOTES: {""Aneesh""=>[""Even though this is a predator prey study, conspecific interactions may also have been studied and reported in the main text""]}",10.1007/s11356-020-09862-2,"2,4-D;Danio rerio;Environmental contamination;Glyphosate;Methylbenzoate;Pesticide residues;Prey-predator relationship;Agrochemicals;Animals;Food Chain;Humans;Predatory Behavior;Water Pollutants, Chemical;Zebrafish;Animalia;Aves;agricultural chemical;2,4 dichlorophenoxyacetic acid;agrochemical;antipredator defense;concentration (composition);cyprinid;human activity;pollution exposure;predator-prey interaction;risk perception;sublethal effect;animal;food chain;human;predation;toxicity;water pollutant;zebra fish",NA,NA
rayyan-732627098,Adhesion Molecule L1 Agonist Mimetics Protect Against the Pesticide Paraquat-Induced Locomotor Deficits and Biochemical Alterations in Zebrafish,2020,5,28,FRONTIERS IN NEUROSCIENCE,1662-453X     J9  - FRONT NEUROSCI-SWITZ     JI  - Front. Neurosci.,14,NA,,"Joseph, TP and Jagadeesan, N and Sai, LY and Lin, SL and Sahu, S and Schachner, M",,English,,"[""Shantou Univ, Ctr Neurosci, Coll Med, Shantou, Peoples R China"", ""Shantou Univ, Dept Cell Biol, Coll Med, Shantou, Peoples R China"", ""Shantou Univ, Guangdong Prov Key Lab Breast Canc Diag & Treatme, Coll Med, Shantou, Peoples R China"", ""Rutgers State Univ, Sch Arts & Sci, Dept Cell Biol & Neurosci, Keck Ctr Collaborat Neurosci, Piscataway, NJ 08854 USA""]","Besides several endogenous elements, exogenous factors, including exposure to pesticides, have been recognized as putative factors contributing to the onset and development of neurodegenerative diseases, including Parkinson's disease (PD). Considering the availability, success rate, and limitations associated with the current arsenals to fight PD, there is an unmet need for novel therapeutic interventions. Therefore, based on the previously reported beneficial functions of the L1 cell adhesion molecule, we hypothesized that L1 mimetic compounds may serve to neutralize neurotoxicity triggered by the pesticide paraquat (PQ). In this study, we attempt to use PQ for inducing PD-like pathology and the L1 mimetic compounds phenelzine sulfate (PS) and tacrine (TC) as potential candidates for the amelioration of PD symptoms using zebrafish as a model system. Administration of PQ together with the L1 mimetic compounds PS or TC (250 nM) improved survival of zebrafish larvae, protected them from locomotor deficits, and increased their sensorimotor reflexes. Moreover, application of PQ together with PS (500 nM) or TC (1000 nM) in adult zebrafish counteracted PQ-induced toxicity, maintaining normal locomotor functions and spatial memory in an open field and T-maze task, respectively. Both L1 mimetic compounds prevented reduction in tyrosine hydroxylase and dopamine levels, reduced reactive oxygen species (ROS) generation, protected against impairment of mitochondrial viability, improved the antioxidant enzyme system, and prevented a decrease in ATP levels. Altogether, our findings highlight the beneficial functions of the agonistic L1 mimetics PS and TC by improving several vital cell functions against PQ-triggered neurotoxicity.","Times Cited in Web of Science Core Collection:  16     Total Times Cited:  17     Cited Reference Count:  141 | RAYYAN-INCLUSION: {""Kyle ""=>""Maybe"", ""Aneesh""=>""Excluded""} | RAYYAN-LABELS: unsure on life stage and behaviours",10.3389/fnins.2020.00458     WE  - Science Citation Index Expanded (SCI-EXPANDED),pesticide;paraquat;zebrafish;Parkinson's disease-like pathology;L1 cell adhesion molecule;phenelzine sulfate;tacrine;OXYGEN SPECIES PRODUCTION;SPINAL-CORD REGENERATION;PARKINSONS-DISEASE;OXIDATIVE STRESS;MITOCHONDRIAL DYSFUNCTION;RECOGNITION MOLECULES;ALPHA-SYNUCLEIN;RAT-BRAIN;IMMUNOGLOBULIN SUPERFAMILY;FUNCTIONAL RECOVERY;Pesticides,NA,NA
rayyan-732627099,Behavioral effects of triadimefon in zebrafish are associated with alterations of the dopaminergic and serotonergic pathways,2019,6,8,PROGRESS IN NEURO-PSYCHOPHARMACOLOGY & BIOLOGICAL PSYCHIATRY,"[""0278-5846"", ""1878-4216     J9  - PROG NEURO-PSYCHOPH     JI  - Prog. Neuro-Psychopharmacol. Biol. Psychiatry""]",92,NA,118-126,"Paredes-Zúñiga, S and Trost, N and De la Paz, JF and Alcayaga, J and Allende, ML",,English,,"[""Univ Chile, Fac Sci, FONDAP Ctr Genome Regulat, Casilla 653, Santiago, Chile"", ""Heidelberg Univ, Ctr Organismal Studies, Heidelberg, Germany"", ""Univ Chile, Fac Ciencias, Ctr Fisiol Celular, Dept Biol, Santiago, Chile""]","Triadimefon (TDF) is a triazole fungicide extensively used in agriculture that has been found as a pollutant in numerous water sources. In mammals, it inhibits monoamine uptake through binding to the dopamine transporter, with a mechanism of action similar to cocaine, resulting in higher levels of dopamine at the synapse. Dopamine is a neurotransmitter involved in a broad spectrum of processes such as locomotion, cognition, reward, and mental disorders. In this work we have studied, for the first time, the effects of TDF on behavior of both larval and adult zebrafish and its connection with changes in the dopaminergic and serotonergic systems. We evaluated the acute exposure of 5 dpf larvae to different concentrations of TDF, ranging from 5 mg/L to 35 mg/L. The lowest concentration does not alter neither locomotor activity nor dopamine levels but produced changes in the expression of two genes, tyrosine hydroxylase 1 (th1) and dopamine transporter (dat). Besides, it induced a reduction in extracellular serotonin and had an anxiolytic-like effect, supported by a decrease in cortisol production. On the other hand, a high concentration of TDF produced a dose-dependent reduction in locomotion, which was reversed or enhanced by D1 (SCH-23390) or D2 (Haloperidol) dopamine receptor antagonists, respectively. Using in vivo electrochemistry, we show that these changes could be associated with higher levels of dopamine in the brain. Thus, in adult zebrafish, though not in larvae, TDF exposure increases locomotor activity, anxiety and aggressiveness, which coincides with the behaviors observed in mammals.","Times Cited in Web of Science Core Collection:  17     Total Times Cited:  19     Cited Reference Count:  42 | RAYYAN-INCLUSION: {""Kyle ""=>""Maybe"", ""Aneesh""=>""Included""} | RAYYAN-LABELS: seems to be larvae exposure and adult behaviour but unsure",10.1016/j.pnpbp.2018.12.012     WE  - Science Citation Index Expanded (SCI-EXPANDED),Triadimefon;Dopamine;Serotonin;Zebrafish;Behavior;TYROSINE-HYDROXYLASE;DOWN-REGULATION;LARVAL;THIGMOTAXIS;MODULATION;LOCOMOTION;FUNGICIDES;PATTERNS;RELEASE;NEURONS,NA,NA
rayyan-732627100,Cypermethrin Influence on Oxidative Status and Anxious Behaviour in <i>Paracheirodon innensi</i> Species,2019,1,NA,REVISTA DE CHIMIE,0034-7752     J9  - REV CHIM-BUCHAREST     JI  - Rev. Chim.,70,1,202-206     WE  - Science Citation Index Expanded (SCI-EXPANDED),"Dumitru, G and Todirascu-Ciornea, E and Sandu, I and Hritcu, L",,English,,"[""Alexandru Ioan Cuza Univ, Fac Biol, Dept Biol, 11 Carol I Blvd, Iasi 700506, Romania"", ""Alexandru Ioan Cuza Univ, Fac Geog & Geol, 22 Carol I Blvd, Iasi 700506, Romania"", ""Romanian Inventors Forum, 3 Sf Petru Movila St,B1 L11,3-3, Iasi 700089, Romania""]","The non-discriminatory use of pesticides and herbicides to increase agricultural production has caused great concern, as these products are likely to reach the aquatic environment, thus representing a health problem for aquatic species, but also for humans. Cypermethrin, a pyrethroid type II insecticide, is widely used in agriculture, but also for pest control of plants and stored agricultural products, as well as for combating the biological vectors of human and animal diseases. The administration of cypermethrin to Paracheirodon innensi determined ample variations in the activity of oxidative stress enzymes and malondialdehyde concentration, in close correlation with the concentration used, but also the occurrence of some locomotor deficiency and an anxiety state.","Times Cited in Web of Science Core Collection:  3     Total Times Cited:  3     Cited Reference Count:  64 | RAYYAN-INCLUSION: {""Kyle ""=>""Maybe"", ""Aneesh""=>""Maybe""} | RAYYAN-LABELS: unclear on behaviours measured | USER-NOTES: {""Aneesh""=>[""unclear if any conspecific interactions were measured""]}",,neon tetra;cypermethrin;anxiety;locomotion;oxidative stress;FRESH-WATER FISH;CARPIO L. EMBRYOS;LIPID-PEROXIDATION;PYRETHROID INSECTICIDES;ANTIOXIDANT DEFENSE;STRESS BIOMARKERS;ACUTE TOXICITY;DELTAMETHRIN;PARAMETERS;6-HYDROXYDOPAMINE,NA,NA
rayyan-732627101,Monocrotophos Based Pesticide Alters the Behavior Response Associated with Oxidative Indices and Transcription of Genes Related to Apoptosis in Adult Zebrafish (Danio rerio) Brain,2020,NA,NA,Biomedical and Pharmacology Journal,09746242 (ISSN),13,3,1291-1304,"Kuppuswamy, J.M. and Seetharaman, B.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095727849&doi=10.13005%2fbpj%2f1998&partnerID=40&md5=a329770aa1d00c6e86fba0048f230b42,English,Oriental Scientific Publishing Company,"Department of Biotechnology, School of Bioengineering, Faculty of Engineering and Technology, SRM Institute of Science and Technology, Tamil Nadu, 603203, India","Monocrotophos is one of the most widely used pesticides in India. The agricultural workers were exposed to high concentrations of these pesticides due to unsafe work practices, and also the individual exposed to these pesticides shows alterations in their neurobehavioral. The present study aimed to evaluate the toxic effects of Monocrotophos on the locomotor activity, antioxidant activity, lipid peroxidation, and expression of genes related to apoptosis using adult zebrafish (Danio rerio) as a model. The neurotoxic effects of sub-lethal concentration of the Monocrotophos on fish were evaluated. The locomotor activity of the fishes was determined, followed by an antioxidant activity, and lipid peroxidation assays were performed. The expression of genes related to apoptosis in the brain was also determined by qPCR. The Lethal Concentration for 96 hrs. was estimated to be 36.5 mg/L. When exposed to sub-lethal concentration, marked changes were observed in locomotor activity (distance traveled, swimming speed and meandering), acetylcholinesterase activity, oxidative stress markers (lipid peroxidation) and antioxidant defenses in the brain. Expression of apoptotic genes determined by qPCR revealed an increase in Bax, caspase-3, and caspase-9 expression and a decrease in Bcl-2 expressions. Data from this study suggest that Monocrotophos based pesticides induce cellular toxicity, and has the potential to alter the behavior and health. Published by Oriental Scientific Publishing Company © 2020","Export Date: 01 March 2024; Cited By: 4; Correspondence Address: B. Seetharaman; Department of Biotechnology, School of Bioengineering, Faculty of Engineering and Technology, SRM Institute of Science and Technology, Tamil Nadu, 603203, India; email: barathi_micro@yahoo.com | RAYYAN-INCLUSION: {""Kyle ""=>""Maybe"", ""Aneesh""=>""Excluded""} | RAYYAN-LABELS: unclear on behaviours measured",10.13005/bpj/1998,Behavior Response;Lipid Peroxidation;Monocrotophos;Oxidative Stress;Zebrafish;acetylcholinesterase;caspase 3;caspase 9;catalase;glutathione peroxidase;monocrotophos;protein Bax;protein bcl 2;superoxide dismutase;adult;animal experiment;animal model;animal tissue;antioxidant activity;apoptosis;Article;behavior change;behavior disorder;controlled study;enzyme activity;gene expression;genetic transcription;India;LC50;lipid peroxidation;locomotion;neurotoxicity;nonhuman;oxidative stress;real time polymerase chain reaction;swimming speed;total distance traveled;zebra fish;Pesticides;Brain,NA,NA
rayyan-732627102,Do you smell the danger? Effects of three commonly used pesticides on the olfactory-mediated antipredator response of zebrafish (Danio rerio),2020,NA,NA,Chemosphere,00456535 (ISSN),241,NA,,"Volz, S.N. and Hausen, J. and Smith, K. and Ottermanns, R. and Schaeffer, A. and Schiwy, S. and Hollert, H.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072894341&doi=10.1016%2fj.chemosphere.2019.124963&partnerID=40&md5=217129b5f2655515758b8e11f911bce9,English,Elsevier Ltd,"[""Department of Ecosystem Analysis, Institute for Environmental Research, RWTH Aachen University, Worringerweg 1, Aachen, 52074, Germany"", ""Core Unit for Bioinformatics Data Analysis, University of Bonn, Venusberg-Campus 1, Bonn, 53127, Germany"", ""Chair of Environmental Biology and Chemodynamics, Institute for Environmental Research, RWTH Aachen University, Worringerweg 1, Aachen, 52074, Germany"", ""Department of Evolutionary Ecology and Environmental Toxicology, Goethe University Frankfurt, Max-von-Laue-Str. 13, Frankfurt am Main, 60438, Germany""]","Fish are warned about the presence of predators via an alarm cue released from the skin of injured conspecifics. The detection of this odor inherently initiates an antipredator response, which increases the chance of survival for the individual. In the present study, we assessed the effect of three commonly used pesticides on the antipredator response of zebrafish (Danio rerio). For this, we analyzed the behavioral response of zebrafish to a conspecific skin extract following 24 h of exposure to the respective contaminants. Results demonstrate that fish exposed to 20 μg/L of the organophosphate insecticide chlorpyrifos significantly reduced bottom-dwelling and freezing behavior, suggesting an impairment of the antipredator response. For the urea-herbicide linuron and the pyrethroid insecticide permethrin, no statistically significant effects could be detected. However, linuron-exposed fish appeared to respond in an altered manner to the skin extract; some individuals failed to perform the inherent behaviors such as erratic movements and instead merely increased their velocity. Furthermore, we determined whether zebrafish would avoid the pesticides in a choice maze. While fish avoided permethrin, they behaved indifferently to chlorpyrifos and linuron. The study demonstrates that pesticides may alter the olfactory-mediated antipredator response of zebrafish in distinct ways, revealing that particularly fish exposed to chlorpyrifos may be more prone to predation. © 2019 Elsevier Ltd","Export Date: 01 March 2024; Cited By: 10; Correspondence Address: S.N. Volz; Department of Ecosystem Analysis, Institute for Environmental Research, RWTH Aachen University, Aachen, Worringerweg 1, 52074, Germany; email: sina.volz@rwth-aachen.de; CODEN: CMSHA | RAYYAN-INCLUSION: {""Kyle ""=>""Maybe"", ""Aneesh""=>""Excluded""} | RAYYAN-LABELS: may have other behaviours | USER-NOTES: {""Aneesh""=>[""predator avoidance behaviour""]}",10.1016/j.chemosphere.2019.124963,"Antipredator response;Behavior;Neurotoxicity;Olfaction;Pesticides;Zebrafish;Animals;Behavior, Animal;Chlorpyrifos;Herbicides;Insecticides;Odorants;Olfactory Perception;Smell;Danio rerio;Fish;Urea;chlorpyrifos;linuron;permethrin;fragrance;herbicide;insecticide;pesticide;antipredator defense;behavioral response;conspecific;cyprinid;olfaction;organophosphate;pesticide application;pollution exposure;predation;predator;pyrethroid;adsorption;adult;antipredator response;Article;behavior;choice maze;LC50;mass fragmentography;maze test;mechanical stimulation;nonhuman;olfactory epithelium;olfactory receptor neuron;Oncorhynchus kisutch;Oncorhynchus mykiss;Oncorhynchus tshawytscha;signal transduction;smelling;zebra fish;animal;animal behavior;drug effect;odor;physiology;Pesticide effects",NA,NA
rayyan-732627103,Ecological restructuring in experimental aquatic mesocosms due to the application of diflubenzuron,1996,10,NA,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,"[""0730-7268"", ""1552-8618     J9  - ENVIRON TOXICOL CHEM     JI  - Environ. Toxicol. Chem.""]",15,10,1806-1814,"Boyle, TP and Fairchild, JF and RobinsonWilson, EF and Haverland, PS and Lebo, JA",,English,,"[""NATL BIOL SERV, MIDWEST SCI CTR, COLUMBIA, MO 65201 USA"", ""COLORADO STATE UNIV, NATL BIOL SERV, MIDCONTINENT ECOL SCI CTR, AYLESWORTH NW, FT COLLINS, CO 80523 USA"", ""US FISH & WILDLIFE SERV, ANCHORAGE, AK 99519 USA""]","Diflubenzuron is a chitin-inhibiting insecticide that is registered for use in controlling a multitude of invertebrate pests. The selective mode of action of diflubenzuron provided us with a unique tool for examining the indirect responses of an experimental aquatic ecosystem following direct impacts at the primary consumer (invertebrate) trophic level. Twelve outdoor aquatic mesocosms (0.1 ha each) were randomly assigned to three treatments of diflubenzuron (four mesocosms/treatment): control, monthly (five total 10-mu g/L applications), or biweekly (twice monthly; nine total 10-mu g/L applications). Direct impacts on invertebrates (numbers and species composition of insects and zooplankton) and indirect impacts on fish (mortality, growth, and reproduction of bluegill sunfish and largemouth bass), phytoplankton (biomass and productivity), and water quality were measured over 16 weeks posttreatment. Both monthly and biweekly treatments of diflubenzuron decreased total numbers (fivefold reduction) and species richness (twofold reduction) and increased dominance (twofold increase) of zooplankton within 4 weeks posttreatment; Cladocerans, Copepods, and Rotifers were all sensitive. Diflubenzuron reduced species richness of emergent insects, which resulted in increased dominance by a few species; however, impacts on emergent insects were confounded by a treatment x time interaction. Direct reductions in invertebrate grazers caused indirect increases in algal biomass. Indirect effects on biomass (50% reduction) and individual weight (50% reduction) of juvenile bluegill occurred because of apparent decreases in invertebrate food resources. No statistically significant impacts were observed on adult bluegill or largemouth bass for the duration of the experiment. Results indicated that di8ubenzuron had both direct and indirect impacts on the experimental aquatic ecosystems under the conditions tested.","Times Cited in Web of Science Core Collection:  19     Total Times Cited:  21     Cited Reference Count:  36 | RAYYAN-INCLUSION: {""Kyle ""=>""Maybe"", ""Aneesh""=>""Included""}",10.1002/etc.5620151023     WE  - Science Citation Index Expanded (SCI-EXPANDED),diflubenzuron;aquatic;indirect effects;ecological restructuring;TROPHIC CASCADES;COMMUNITY-LEVEL;INSECTICIDE;FISH;LAKE;PERSISTENCE;RESPONSES;TOXICITY;BLUEGILL;PONDS,NA,NA
rayyan-732627104,"Neurobehavioral, physiological and inflammatory impairments in response to bifenthrin intoxication in <i>Oreochromis niloticus</i> fish: Role of dietary supplementation with <i>Petroselinum crispum</i> essential oil",2021,2,NA,AQUATIC TOXICOLOGY,"[""0166-445X"", ""1879-1514     J9  - AQUAT TOXICOL     JI  - Aquat. Toxicol.""]",231,NA,,"Farag, MR and Mahmoud, HK and El-Sayed, SAA and Ahmed, SYA and Alagawany, M and Abou-Zeid, SM",,English,,"[""Zagazig Univ, Vet Med Fac, Forens Med & Toxicol Dept, Zagazig 44511, Egypt"", ""Zagazig Univ, Fac Agr, Dept Anim Prod, Zagazig 44511, Egypt"", ""Zagazig Univ, Fac Vet Med, Dept Nutr & Clin Nutr, Zagazig 44511, Egypt"", ""Zagazig Univ, Vet Med Fac, Microbiol Dept, Zagazig 44511, Egypt"", ""Zagazig Univ, Fac Agr, Poultry Dept, Zagazig 44511, Egypt"", ""Univ Sadat City, Fac Vet Med, Forens Med & Toxicol Dept, Sadat City 32897, Egypt""]","This study was conceptualized in order to assess the 96-h LC50 of bifenthrin (BF) in O. niloticus and also to measure the biochemical, behavioral, and molecular responses of the fish suchronically exposed to a sub-lethal concentration of the insecticide. The role of Petroselinum crispum essential oil (PEO) supplementation in mitigating the resulted neurotoxic insult was also investigated. The acute toxicity study revealed that the 96-h LC50 of BF is 6.81 mu g/L, and varying degrees of behavioral changes were recorded in a dose-dependent manner. The subchronic study revealed reduction of dissolved oxygen and increased ammonia in aquaria of BF-exposed fish. Clinical signs revealed high degree of discomfort and aggressiveness together with reductions in survival rate and body weight gain. The levels of monoamines in brain, and GABA and amino acids in serum were reduced, together with decreased activities of Na+/K+-ATPase and acetylcholine esterases (AchE). The activities of antioxidant enzymes were also diminshed in the brain while oxdative damage and DNA breaks were elevated. Myeloperoxidase (MPO) activity in serum increased with overexpression of the pro-inflammatory cytokines in the brain tissue. BF also upregulated the expression of brain-stress related genes HSP70, Caspase-3 and P53. Supplemention of PEO to BF markedly abrogated the toxic impacts of the insecticide, specially at the high level. These findings demonstrate neuroprotective, antioxidant, genoprotective, anti-inflammatory and antiapoptic effects of PEO in BF-intoxicated fish. Based on these mechanistic insights of PEO, we recommend its use as an invaluable supplement in the fish feed.","Times Cited in Web of Science Core Collection:  26     Total Times Cited:  26     Cited Reference Count:  55 | RAYYAN-INCLUSION: {""Kyle ""=>""Maybe"", ""Aneesh""=>""Included""} | RAYYAN-LABELS: unclear on behaviours measured",10.1016/j.aquatox.2020.105715     WE  - Science Citation Index Expanded (SCI-EXPANDED),"Oreochromis niloticus;Bifenthrin;Petroselinum crispum;Neurobehavioral toxicity;DNA-DAMAGE;ANTIOXIDANT;PARSLEY;TOXICITY;EXPOSURE;STRESS;GROWTH;ACID;HPLC;Dietary Supplements;Oils, Volatile",NA,NA
rayyan-732627105,Alteration in sperm release from zebrafish (<i>Brachydanio rerio</i>) exposed to DDT,2002,10,NA,JOURNAL OF HEALTH SCIENCE,"[""1344-9702"", ""1347-5207     J9  - J HEALTH SCI     JI  - J. Health Sci.""]",48,5,404-411,"Njiwa, JRK and Müller, P",,English,,"Univ Saarland, Environm Res Ctr, D-66123 Saarbrucken, Germany","This study describes a long-term toxicity test within a period of 2 months using zebrafish (Brachydanio rerio) as the test species and concentrations of 0.05, 0.5, 5 and 50 mug/l DDT as a model substance. By collecting and counting the number of sperm released during separate mating events we observed that gametes are released asynchronously. Sperm is released in the form of sperm trails laid on the nest surface, subsequently active spermatozoa leave the trails and move in the water for several minutes. Sperm trails consists of bands of viscous material in which sperm is embedded. The water samples for the estimation of sperm presence were collected gradually within 180 min after 24 hr, 2 weeks, 1 month and 2 months of exposure. It was established that the reduction in count, activity of sperm and the average life span of sperm trails were significant (p < 0.05) at the tested concentrations 5 mug/l and 50 mug/l DDT after 1 month of exposure. In conclusion, this study demonstrates that long exposure time and higher DDT tested levels accelerate the occurrence of negative effect on the number and activity of sperm released as well as the life span of their trails.","Times Cited in Web of Science Core Collection:  4     Total Times Cited:  4     Cited Reference Count:  29 | RAYYAN-INCLUSION: {""Kyle ""=>""Maybe"", ""Aneesh""=>""Included""} | RAYYAN-LABELS: may have other behaviours",10.1248/jhs.48.404     WE  - Science Citation Index Expanded (SCI-EXPANDED),DDT;zebrafish;sperm;fertilization;insemination;reproductive behaviour;SEMINAL-VESICLES;FISHES;HISTOCHEMISTRY;REPRODUCTION;ALEXANDRIA;TELEOSTEI;TOXICITY;GROWTH;EGYPT;GLAND,NA,NA
rayyan-732627106,Effects of sublethal and realistic concentrations of the commercial herbicide atrazine in Pacu (<i>Piaractus mesopotamicus</i>): Long-term exposure and recovery assays,2020,1,NA,VETERINARY WORLD,"[""0972-8988"", ""2231-0916     J9  - VET WORLD     JI  - Vet. World""]",13,1,147-159,"Delcorso, MC and de Paiva, PP and Grigoleto, MRP and Queiroz, SCN and Collares-Buzato, CB and Arana, S",,English,,"[""Univ Estadual Campinas, Dept Biochem & Tissue Biol, Campinas, SP, Brazil"", ""Embrapa Environm, Lab Residues & Contaminants, Jaguariuna, SP, Brazil""]","Background and Aim: The commercial formulations of the herbicide atrazine (cATZ) are widely employed in Brazilian agriculture, and, as a consequence, ATZ has been found at levels above that established by law in the river basins in Brazil. Although the toxicity of ATZ in fish is well documented, there are few studies on the recovery capacity after cATZ exposure. This work aimed to evaluate, using several biomarkers, the toxic effects of long-term exposure to the sublethal (3.57 mg/L) and nonlethal realistic (3.00 mu g/L) cATZ concentrations followed by a recovery assay, in fingerlings of a Brazilian teleost, the Piaractus mesopotamicus (pacu).        Materials and Methods: Pacu fingerlings were housed in glass tanks and divided into the following experimental groups (two tanks/group): Exposure control = EC, recovery control = RC, the sublethal groups exposed to 3.57 mg/L of cATZ, (sublethal exposure group = SLE and sublethal recovery group = SLR) and the nonlethal groups treated with 3.00 mu g/L of cATZ (nonlethal exposure group = NLE and nonlethal recovery group = NLR). The exposure assay was semi-static with a duration of 30 days and the recovery assay (after cATZ withdrawal) lasted 14 days. Several biomarkers were evaluated in fingerlings from all groups: The swimming behavior, the body weight gain, the micronucleus formation and nuclear alterations in erythrocytes, and the hepatic and renal histopathology analyzed by qualitative and semi-quantitative morphological methods (using light and electron microscopy).        Results: No significant difference in weight gain was observed among the groups after the exposure and recovery assays. The sublethal exposure induced impaired swimming movements, significant histopathological alterations, including necrosis in the liver and kidney, and a significant increase in the frequency of micronuclei in erythrocytes. The nonlethal exposure induced only subtle histopathological changes in the liver and kidney. After recovery assay, no genotoxic alteration was noted in pacu exposed to sublethal concentration, while the cATZ-induced kidney damage was partially reversed but not the hepatic injury.        Conclusion: cATZ exhibits long-term toxic effects on pacu, even at relatively low concentrations, affecting mainly the liver and the kidney, and the effects of sublethal concentration are only partially reversed after cATZ withdrawal.","Times Cited in Web of Science Core Collection:  8     Total Times Cited:  9     Cited Reference Count:  59 | RAYYAN-INCLUSION: {""Kyle ""=>""Maybe"", ""Aneesh""=>""Maybe""} | RAYYAN-LABELS: unclear on behaviours measured | USER-NOTES: {""Aneesh""=>[""just says that swimming in groups was assessed, so unclear the level of 'conspecific interactions' that was measured""]}",10.14202/vetworld.2020.147-159     WE  - Emerging Sources Citation Index (ESCI),Brazilian ichthyofauna;genotoxicity;histopathology;liver and kidney lesions;recovery assay;ultrastructure;EMERGING CONTAMINANTS;MICRONUCLEUS TEST;GENE-EXPRESSION;RISK-ASSESSMENT;ACUTE TOXICITY;CHLORPYRIFOS;WATER;FISH;KIDNEY;RIVER,NA,NA
