"","key","title","year","month","day","journal","issn","volume","issue","pages","authors","url","language","publisher","location","abstract","notes","doi","keywords","pubmed_id","pmc_id"
"46","rayyan-732627132","Behavior of sunfish exposed to herbicides: A field study",1992,NA,NA,"Environmental Toxicology and Chemistry","07307268 (ISSN)",11,10,"1461-1467","Bettoli, P.W. and Clark, P.W.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026644839&doi=10.1002%2fetc.5620111011&partnerID=40&md5=3cc261cc22daa9d175f340d28b9e460a","English","","[""Tennessee Cooperative Fishery Research Unit, Tennessee Technological University, Cookeville, Tennessee, 38505, United States"", ""North Carolina Wildlife Resources Commission, Elizabeth, North Carolina, 27909, 307 Travis Dr, United States""]","An underwater closed‐circuit video system was used to remotely monitor and record the behavior of bluegills (Lepomis macrochirus) and redear sunfish (Lepomis microlophus) guarding their nests before, during, and after applications of aquatic herbicides. Nests were sprayed to achieve a nominal concentration of 4 mg/L of either a dipotassium salt of endothall (Aquathol‐KD̊), a dimethylamine salt of 2,4‐dichlorophenoxyacetic acid (2,4‐D), or water (control). No significant differences in rates of nest abandonment existed among the three treatments (p > 0.10). Abandonment averaged 5.17 min for both species and herbicide treatments, whereas the herbicides persisted in the water column for at least 45 min. When abandonment occurred, congeners nearly always intruded on the nest to feed on eggs or fry. After spraying, the adjusted mean frequency of rim circling, fanning, and agonistic behaviors exhibited by bluegills guarding eggs did not differ among the three treatments (p ⩾ 0.35). These results suggest the two herbicides will not elicit pronounced shifts in reproductive behavior of sunfish when they are properly applied. Copyright © 1992 SETAC","Export Date: 01 March 2024; Cited By: 9 | RAYYAN-INCLUSION: {""Kyle ""=>""Excluded"", ""Jack""=>""Maybe""} | RAYYAN-LABELS: exclude field study","10.1002/etc.5620111011","Behavior;Herbicides;Sunfish reproduction;Toxicity;herbicide;aggression;animal experiment;animal model;article;behavior;controlled study;fish;mortality;nonhuman;oocyte;reproduction",NA,NA
"47","rayyan-732627133","Response of rainbow trout to a two month exposure to Vision®, a glyphosate herbicide",1992,NA,NA,"Bulletin of Environmental Contamination and Toxicology","14320800 (ISSN)",48,5,"772-780","Morgan, M.J. and Kiceniuk, J.W.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026628737&doi=10.1007%2fBF00196001&partnerID=40&md5=7306bfab13357093c623a7efe8c7db0f","English","Springer-Verlag","Department of Fisheries and Oceans, Science Branch, St. John's, A1C 5X1, Newfoundland, Canada","","Export Date: 01 March 2024; Cited By: 17; CODEN: BECTA | RAYYAN-INCLUSION: {""Kyle ""=>""Maybe"", ""Jack""=>""Maybe""} | RAYYAN-LABELS: no abstract but aggression is in topics | USER-NOTES: {""Jack""=>[""no abstract""]}","10.1007/BF00196001","Animal;Chromatography, High Pressure Liquid;Gills;Glycine;Herbicides;Liver;Time Factors;Trout;fresh water;glyphosate;aggression;animal experiment;article;body growth;body weight;environmental exposure;nonhuman;trout;water contamination",NA,NA
"48","rayyan-732627134","Pyrethroid induced toxicity to phosphatases in Clarias batrachus (Linn.)",1995,NA,NA,"Journal of Environmental Biology","02548704 (ISSN)",16,1,"Nov-14","Bhatnagar, M.C. and Tyagi, M. and Tamata, S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028943899&partnerID=40&md5=65d98a16b972b0736517cdec62879e06","English","Triveni Enterprises","Department of Zoology, Meerut College, Meerut 250 001, India","The present communication deals with the alterations in the activity of phosphatase (acid and alkaline phosphatases) in liver and muscles of a teleost, Clarias batrachus, exposed for 30 days to 0.0042 and 0.007 ppm. of Mortal, a pyrethroid respectively. The activity of acid and alkaline phosphatase decreased significantly in liver and muscles of the test fish. This inhibition is found to be dose and duration dependent and may be due to the uncoupling of phosphorylation.","Export Date: 01 March 2024; Cited By: 1; CODEN: JEBID | RAYYAN-INCLUSION: {""Kyle ""=>""Maybe"", ""Jack""=>""Excluded""} | RAYYAN-LABELS: unlikely but may do some behaviour stuff","","Clarias batracus;phosphatases;pyrethroid;toxicity;Animalia;Batrachoides;Clarias;Clarias batrachus;Teleostei;pesticide;phosphatase;animal experiment;article;controlled study;environmental exposure;enzyme activity;fish;India;liver;muscle;nonhuman;phosphorylation;water pollution;xenobiotic metabolism;Pyrethrins",NA,NA
"49","rayyan-732627135","Residue studies with [14C] fosamine ammonium in channel catfish",1979,NA,NA,"Journal of Toxicology and Environmental Health","00984108 (ISSN)",5,5,"957-963","Han, J.C.-Y.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0018651888&doi=10.1080%2f15287397909529804&partnerID=40&md5=b682a5d5018c5f3256c24f6d0d283e2b","English","","Biochemicals Department, Experimental Station, E. I. du Pont de Nemours and Company, Inc., Wilmington, DE, United States","The active ingredient in du Pont Krenite brush control agent is ammonium ethyl carbamoylphosphonate (fosamine ammonium salt, formerly known as DPX-1108). Residues in channel catfish exposed to 1.1 ppm 14C-carbonyl-labeled fosamine ammonium in water for 4 wk were found to plateau in 2-3 wk with an accumulation factor (ratio of residue in fish to residue in water) of less than 1. In a separate experiment, channel catfish were placed for 4 wk in a tank containing [14C]fosamine ammonium-treated soil (15 ppm) that had been aged for 30 d prior to flooding and initiation of fish exposure. The residue levels in this latter group of catfish also plateaued in 2-3 wk with an accumulation factor of less than 1. In both experiments, after the 4-wk exposures, the fish were transferred to fresh water for 2-wk depuration periods, during which residue levels dropped 50-90%. No effects on the fish were observed during these experiments. © 1979 by Hemisphere Publishing Corporation.","Export Date: 01 March 2024; Cited By: 4 | RAYYAN-INCLUSION: {""Kyle ""=>""Maybe"", ""Jack""=>""Maybe""} | USER-NOTES: {""Jack""=>[""it says \""No effects on the fish were observed during these experiments\"" suggesting possible social behaviours could have been measured""]}","10.1080/15287397909529804","Ammonium Compounds;Animal;Drug Stability;Fishes;Fresh Water;Herbicides, Carbamate;Pesticide Residues;Soil Pollutants;Time Factors;Water Pollutants;drug residue;fosamine;fosamine ammonium salt;phytohormone;unclassified drug;ammonium derivative;fresh water;herbicide;pesticide residue;animal experiment;drug accumulation;drug analysis;drug determination;fish;fosamine c 14;pollution;preliminary communication;animal;article;drug stability;metabolism;soil pollutant;time;water pollutant",NA,NA
"50","rayyan-732627136","Joint action of mixtures of toxicants on aquatic organisms",1981,NA,NA,"Chemistry and Industry (London)","00093068 (ISSN)",NA,NA,"529-534","Alabaster, J.S.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0019805674&partnerID=40&md5=f47ba61a8985a5ea5fa99b95d7bf35a9","English","","United Kingdom","","Export Date: 01 March 2024; Cited By: 7; CODEN: CHINA | RAYYAN-INCLUSION: {""Kyle ""=>""Excluded"", ""Jack""=>""Maybe""} | USER-NOTES: {""Jack""=>[""no abstract""]}","","ammonia;arsenic;cadmium;chlorine;chromium;copper;cyanide;mercury;pesticide;phenol;polychlorinated biphenyl;surfactant;animal experiment;dose response;drug antagonism;drug interaction;drug response;drug screening;drug toxicity;ecology;effluent toxicity;fish;higher plant;industrial waste;intoxication;invertebrate;plant;preliminary communication;sewage;short survey;time;water pollution",NA,NA
"51","rayyan-732627137","Multigenerational effects of a complex urban contaminant mixture on the behavior of larval and adult fish in multiple fitness contexts",2021,10,15,"SCIENCE OF THE TOTAL ENVIRONMENT","[""0048-9697"", ""1879-1026     J9  - SCI TOTAL ENVIRON     JI  - Sci. Total Environ.""]",791,NA,"","Swank, A and Wang, LN and Ward, J and Schoenfuss, H","","English","","[""Ball State Univ, Dept Biol, Muncie, IN 47306 USA"", ""St Cloud State Univ, Dept Biol Sci, Aquat Toxicol Lab, St Cloud, MN 56301 USA""]","Agricultural and urban storm water runoffs can introduce chemicals of emerging concern (CECs) into waterways. These chemicals can be continually released, persist, or even accumulate over time, with adverse effects on the physiology and behavior of aquatic species. Most studies aimed at evaluating the intergenerational effects of CECs have focused exclusively on single chemicals. By comparison, little is known about the effects of complex CEC mixtures on the behavior of organisms, or how these effects might manifest in subsequent generations. In this study, we exposed three generations of fathead minnows (Pimephales promelas) to environmentally relevant concentrations of a complex CEC mixture representative of urban-impacted waterways and assessed the growth and behavior of larval and adult fish in life-stage-relevant fitness contexts (foraging, boldness, courtship). We found that (i) multigenerational exposure to a complex mixture of CECs altered the behavior of both larvae and adults in different fitness contexts; (ii) concentration-dependent patterns of behavioral impairment were consistent across fitness contexts and life stages; and (iii) the effects of exposure were magnified in the F1 and F2 generations. These results highlight the need for long-term, multigenerational assessments of CECs in affected waterways to robustly inform conservation practices aimed at managing aquatic systems. (C) 2021 Elsevier B.V. All rights reserved.","Times Cited in Web of Science Core Collection:  3     Total Times Cited:  3     Cited Reference Count:  74 | RAYYAN-INCLUSION: {""Kyle ""=>""Maybe"", ""Jack""=>""Excluded""} | RAYYAN-LABELS: may do other relevant behaviours","10.1016/j.scitotenv.2021.148095","Foraging;Boldness;Courtship;Contaminants of emerging concern;Endocrine-disrupting chemicals;Transgenerational;Pimephales promelas;SIAMESE FIGHTING FISH;FRESH-WATER FISH;SEXUAL-HARASSMENT;FATHEAD MINNOWS;BETTA-SPLENDENS;FEMALE FITNESS;EXPOSURE;BOLDNESS;POPULATION;TOXICITY",NA,NA
"52","rayyan-732627138","Effects of a pesticide and a parasite on neurological, endocrine, and behavioral responses of an estuarine fish",2016,1,NA,"AQUATIC TOXICOLOGY","[""0166-445X"", ""1879-1514     J9  - AQUAT TOXICOL     JI  - Aquat. Toxicol.""]",170,NA,"335-343","Renick, VC and Weinersmith, K and Vidal-Dorsch, DE and Anderson, TW","","English","","[""San Diego State Univ, Dept Biol, 5500 Campanile Dr, San Diego, CA 92182 USA"", ""San Diego State Univ, Coastal & Marine Inst, 5500 Campanile Dr, San Diego, CA 92182 USA"", ""Univ Calif Davis, Dept Environm Sci & Policy, One Shields Ave, Davis, CA 95616 USA"", ""Rice Univ, BioSci, 6100 Main St, Houston, TX 77005 USA"", ""Southern Calif Coastal Water Res Project, 3535 Harbor Blvd,Suite 110, Costa Mesa, CA 92626 USA""]","In coastal waters, pesticides and parasites are widespread stressors that may separately and interactively affect the physiology, behavior, and survival of resident organisms. We investigated the effects of the organophosphate pesticide chlorpyrifos and the trematode parasite Euhaplorchis californiensis on three important traits of California killifish (Fundulus parvipinnis): neurotransmitter activity, release of the stress hormone cortisol, and behavior. Killifish were collected from a population without E. californiensis, and then half of the fish were experimentally infected. Following a 30 day period for parasite maturation, infected and uninfected groups were exposed to four concentrations of chlorpyrifos (solvent control, 1-3 ppb) prior to behavior trials to quantify activity, feeding behavior, and anti-predator responses. Water-borne cortisol release rates were measured non-invasively from each fish prior to infection, one-month post-infection, and following pesticide exposure. Killifish exposed to 3 ppb chlorpyrifos exhibited a 74.6 +/- 6.8% and 60.5 +/- 8.3% reduction in brain and muscle acetylcholinesterase (AChE) activity relative to controls. The rate of cortisol release was suppressed by each chlorpyrifos level relative to controls. Killifish exposed to the medium (2 ppb) and high (3 ppb) pesticide concentrations exhibited reduced activity and a decrease in mean swimming speed following a simulated predator attack. Muscle AChE was positively related to swimming activity while brain AChE was positively related to foraging behavior. No effects of the parasite were observed, possibly because of low metacercariae densities achieved through controlled infections. We found that sublethal pesticide exposure has the potential to modify several organismal endpoints with consequences for reduced fitness, including neurological, endocrine, and behavioral responses in an ecologically abundant fish. (C) 2015 Elsevier B.V. All rights reserved.","Times Cited in Web of Science Core Collection:  20     Total Times Cited:  24     Cited Reference Count:  65 | RAYYAN-INCLUSION: {""Kyle ""=>""Maybe"", ""Jack""=>""Excluded""} | RAYYAN-LABELS: unsure if measures behaviour","10.1016/j.aquatox.2015.09.010     WE  - Science Citation Index Expanded (SCI-EXPANDED)","Fundulus parvipinnis;Euhaplorchis californiensis;Chlorpyrifos;Parasites;Multiple stressors;Behavior;RAINBOW-TROUT;ACETYLCHOLINESTERASE INHIBITION;ENVIRONMENTAL PARASITOLOGY;PHYSIOLOGICAL-RESPONSES;ONCORHYNCHUS-MYKISS;CORTISOL SECRETION;FEEDING-BEHAVIOR;OXIDATIVE STRESS;CHLORPYRIFOS;POLLUTANTS;Pesticides",NA,NA
"53","rayyan-732627139","Behavioral dysfunctions correlate to altered physiology in rainbow trout (<i>Oncorynchus mykiss</i>) exposed to cholinesterase-inhibiting chemicals",2001,1,NA,"ARCHIVES OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY","[""0090-4341"", ""1432-0703     J9  - ARCH ENVIRON CON TOX     JI  - Arch. Environ. Contam. Toxicol.""]",40,1,"70-76     WE  - Science Citation Index Expanded (SCI-EXPANDED)","Brewer, SK and Little, EE and DeLonay, AJ and Beauvais, SL and Jones, SB and Ellersieck, MR","","English","","[""USGS BRD, Environm Contaminants Res Ctr, Columbia, MO USA"", ""Univ Missouri, Div Biol Sci, Columbia, MO 65211 USA"", ""Univ Missouri, Dept Agr, Columbia, MO 65211 USA""]","We selected four metrics of swimming behavior (distance swam, speed, rate of turning, and tortuosity of path) and the commonly used biochemical marker, brain cholinesterase (ChE) activity, to assess (1) the sensitivity and reliability of behavior as a potential biomarker in monitoring work, (2) the potential for these endpoints to be used in automated monitoring, and (3) the linkage between behavior and its underlying biochemistry. Malathion-exposed fish exhibited large decreases in distance and speed and swam in a more linear path than control fish after 24 h exposure. By 96 h exposure, fish still swam slower and traveled less distance; fish fully recovered after 48 h in clean water. Diazinon-exposed fish exhibited decreases in distance, speed, and turning rate compared to controls. After 48 h recovery in clean water, fish exposed to diazinon had not recovered to control levels. The behavioral responses provided measures of neurotoxicity that were easily quantifiable by automated means, implying that the inclusion of behavior in monitoring programs can be successful. Furthermore, correlations between behavior and biochemical endpoints, such as ChE inhibition, suggest that this approach can provide a meaningful link between biochemistry and behavior and can provide useful information on toxicant impacts.","Times Cited in Web of Science Core Collection:  116     Total Times Cited:  133     Cited Reference Count:  41 | RAYYAN-INCLUSION: {""Kyle ""=>""Maybe"", ""Jack""=>""Excluded""} | RAYYAN-LABELS: unsure on behaviours measured","","FRESH-WATER FISH;BRAIN ACETYLCHOLINESTERASE;SUBLETHAL TOXICITY;INSECTICIDES;ORGANOPHOSPHORUS;MALATHION;EXCRETION;DIAZINON",NA,NA
"54","rayyan-732627140","Effects of carbofuran on the sea bass (<i>Dicentrarchus labrax</i> L.): Study of biomarkers and behaviour alterations",2011,10,NA,"ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY","[""0147-6513"", ""1090-2414     J9  - ECOTOX ENVIRON SAFE     JI  - Ecotox. Environ. Safe.""]",74,7,"1905-1912","Hernández-Moreno, D and Pérez-López, M and Soler, F and Gravato, C and Guilhermino, L","","English","","[""Univ Extremadura, Toxicol Area, Vet Coll, Caceres 10071, Spain"", ""CIMAR LACIIMAR Ctr Interdisciplinar Invest Marinh, Lab Ecotoxicol & Ecol, P-4050123 Oporto, Portugal"", ""Univ Porto, ICBAS Inst Ciencias Biomed Abel Salazar, Dept Estudos Populacoes, Lab Ecotoxicol, P-4099003 Oporto, Portugal""]","The objective of this study was to investigate the acute effects of the pesticide carbofuran on the sea bass (Dicentrarchus labrax) using parameters at different levels of biological organisation (swimming behaviour and several biomarkers) and possible relationships between alterations found in different effect criteria. In a bioassay, sea bass juveniles were individually exposed to different doses of carbofuran (31, 63, 125 and 250 mu g/L) for 96 h. At the end of the bioassay, the swimming performance and 11 biomarkers were determined. Biomarkers were: hepatosomatic index (HSI), lipid peroxidation (LPO), reduced glutathione and the activities of the enzymes ethoxyresorufin O-deethylase (EROD), glutathione S-transferases, superoxide dismutase, catalase, glutathione peroxidase, glutathione reductase, brain acetylcholinesterase (AChE) and muscle cholinesterases (ChE). After 96 h of exposure, carbofuran induced a decrease of the swimming velocity and inhibition of EROD activity at all concentrations tested, and inhibition of muscle ChE and brain AChE activities at 250 mu g/L. No relevant alterations in any of the other tested parameters were found. These results show that carbofuran induced adverse effects on fish by interfering with neurofunction, capability of detoxication and swimming velocity. In addition, positive and significant correlations between the swimming velocity and (i) brain AChE activity, (ii) muscle ChE activity and (iii) EROD activity suggest that the inhibition of these enzymes may somehow be related to the behavioural changes observed. Since these functions are determinant for the survival and performance of the fish in the wild, the findings of the present study suggest that adverse effects may occur in populations exposed to carbofuran if a sufficient number of animals is affected. (C) 2011 Elsevier Inc. All rights reserved.","Times Cited in Web of Science Core Collection:  39     Total Times Cited:  43     Cited Reference Count:  105 | RAYYAN-INCLUSION: {""Kyle ""=>""Maybe"", ""Jack""=>""Excluded""} | RAYYAN-LABELS: unsure on behaviours measured","10.1016/j.ecoenv.2011.07.016     WE  - Science Citation Index Expanded (SCI-EXPANDED)","Sea bass;Swimming behaviour;Oxidative stress;EROD;AChE;Carbofuran;GLUTATHIONE S-TRANSFERASES;WATER-SOLUBLE FRACTION;EEL ANGUILLA-ANGUILLA;SALMON SALMO-SALAR;OXIDATIVE STRESS;BIOTRANSFORMATION ENZYMES;BIOCHEMICAL RESPONSES;SWIMMING PERFORMANCE;BETA-NAPHTHOFLAVONE;ACETYLCHOLINESTERASE ACTIVITY;Biological Markers",NA,NA
"55","rayyan-732627141","The Use of Zebrafish ( Danio rerio) Behavioral Responses in Identifying Sublethal Exposures to Deltamethrin",2014,4,NA,"INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH","1660-4601     J9  - INT J ENV RES PUB HE     JI  - Int. J. Environ. Res. Public Health",11,4,"3650-3660","Huang, Y and Zhang, JS and Han, XB and Huang, TL","","English","","[""Xian Univ Architecture & Technol, Sch Environm & Municipal Engn, Xian 710043, Peoples R China"", ""Shenzhen Water Grp Co Ltd, Shenzhen 518031, Peoples R China"", ""Res Ctr Ecoenvironm Sci, Beijing 10085, Peoples R China""]","Alterations of fish behavioral responses are sensitive indicators to identify accidental chemical pollution. In this research, a series of exposure tests were conducted to investigate behavioral changes of adult zebrafish (Danio rerio) exposed to deltamethrin (DM) in six concentrations of 0, 0.15, 1.5, 3.75, 7.5 and 15 g/L. Swimming changes in zebrafish were detected at a concentration as low as 1% of the LC50-24h within five hours. Hyperactivity was the first response, followed by a second response of fish surfacing. The change patterns of swimming speed in zebrafish were similar in all exposure groups, but the degree increased with increasing concentrations. Swimming speed and depth were altered within the first two hours after exposure, which was regarded as the most vital phase for water quality monitoring. The duration of hyperactivity and the time of zebrafish surfacing were both logarithmically correlated with exposure concentrations, which was helpful to distinguish the level of pollution.","Times Cited in Web of Science Core Collection:  47     Total Times Cited:  53     Cited Reference Count:  28 | RAYYAN-INCLUSION: {""Kyle ""=>""Maybe"", ""Jack""=>""Excluded""} | RAYYAN-LABELS: unsure on behaviours measured","10.3390/ijerph110403650     WE  - Science Citation Index Expanded (SCI-EXPANDED)","behavioral response;bio-monitoring;zebrafish;hyperactivity;surfacing;GUPPIES POECILIA-RETICULATA;RAINBOW-TROUT;ACUTE TOXICITY;FISH;RISK;CYPERMETHRIN;INHIBITION;POLLUTANTS;INDICATORS;CADMIUM",NA,NA
"56","rayyan-732627142","Endosulfan exposure inhibits brain AChE activity and impairs swimming performance in adult zebrafish (<i>Danio rerio</i>)",2012,6,NA,"NEUROTOXICOLOGY","[""0161-813X"", ""1872-9711     J9  - NEUROTOXICOLOGY     JI  - Neurotoxicology""]",33,3,"469-475","Pereira, VM and Bortolotto, JW and Kist, LW and de Azevedo, MB and Fritsch, RS and Oliveira, RD and Pereira, TCB and Bonan, CD and Vianna, MR and Bogo, MR","","English","","[""Pontificia Univ Catolica Rio Grande do Sul, Fac Biociencias, Lab Biol Genom & Mol, BR-90619900 Porto Alegre, RS, Brazil"", ""Pontificia Univ Catolica Rio Grande do Sul, Fac Biociencias, Lab Neuroquim & Psicofarmacol, BR-90619900 Porto Alegre, RS, Brazil"", ""Pontificia Univ Catolica Rio Grande do Sul, Fac Biociencias, Lab Biol & Desenvolvimento Sistema Nervoso, BR-90619900 Porto Alegre, RS, Brazil"", ""INCT TM, BR-90035003 Porto Alegre, RS, Brazil""]","Endosulfan is a broad spectrum organochlorine pesticide that is still widely in use in many developing countries. Following application, endosulfan can get to watercourses through surface runoff from agricultural fields and disturb the non-target aquatic animals including freshwater fish species. Given that the activity of the enzyme acetylcholinesterase (AChE) is one of the most recurrently used biomarkers of exposure to pesticides and there are controversial results concerning the effects of endosulfan exposure and AChE activity in fish, the aim of the present study was to evaluate the effects of endosulfan in brain AChE activity and its gene expression pattern using adult zebrafish (Danio rerio) as an animal model. Moreover, we have analyzed the effects of endosulfan exposure in different parameters of zebrafish swimming activity and in long-term memory formation. After 96 h of exposition, fish in the 2.4 mu g endosulfan/L group presented a significant decrease in AChE activity (9.44 +/- 1.038 mu mol SCh h(-1) mg protein(-1): p = 0.0205) when compared to the control group (15.87 +/- 1.768 mu mol SCh h(-1) mg protein(-1); p = 0.0205) which corresponds to approximately 40%. The down-regulation of brain AChE activity is not directly related with the transcriptional control as demonstrated by the RT-qPCR analysis. Our results reinforce AChE activity inhibition as a pathway of endosulfan-induced toxicity in brain of fish species. In addition, exposure to 2.4 mu g endosulfan/L during 96 h impaired all exploratory parameters evaluated: decreased line crossings (approximate to 21%, 273.7 +/- 28.12 number of line crossings compared to the control group 344.6 +/- 21.30, p = 0.0483), traveled distance (approximate to 20%, 23.44 +/- 2.127 m compared to the control group 29.39 +/- 1.585, p = 0.0281), mean speed (approximate to 25%, 0.03 +/- 0.003 m/s compared to the control group 0.04 +/- 0.002, p = 0.0275) and body turn angle (approximate to 21%, 69.940 +/- 4871 absolute turn angle compared to the control group 88.010 +/- 4560, p = 0.0114). These results suggest that endosulfan exposure significantly impairs animals' exploratory performance, and potentially compromises their ecological and interspecific interaction. Our results also showed that the same endosulfan exposure did not compromise animals' performance in the inhibitory avoidance apparatus. These findings provide further evidence of the deleterious effects of endosulfan exposure in the nervous system. (c) 2012 Elsevier Inc. All rights reserved.","Times Cited in Web of Science Core Collection:  89     Total Times Cited:  99     Cited Reference Count:  35 | RAYYAN-INCLUSION: {""Kyle ""=>""Maybe"", ""Jack""=>""Excluded""} | RAYYAN-LABELS: unsure on behaviours measured,from knowledge I think it doesn't do social","10.1016/j.neuro.2012.03.005     WE  - Science Citation Index Expanded (SCI-EXPANDED)","Organochlorines;Endosulfan;Neurotoxicity;Acetylcholinesterase;Altered-behavior;Zebrafish;ACETYLCHOLINESTERASE ACTIVITY;ORGANOCHLORINE PESTICIDES;EXPRESSION;Brain",NA,NA
"57","rayyan-732627143","Changes in behavior and brain acetylcholinesterase activity in mosquito fish, Gambusia affinis in response to the sub-lethal exposure to chlorpyrifos.",2005,12,NA,"International journal of environmental research and public health","1660-4601     J9  - Int J Environ Res Public Health     JI  - Int J Environ Res Public Health",2,3,"478-83","Rao, J Venkateswara and Begum, Ghousia and Pallela, R and Usman, P K and Rao, R Nageswara","","English","","Toxicology Unit, Biology Division, Indian Institute of Chemical Technology, Hyderabad, India. jv@iict.res.in, jv@india.com","Sub-lethal studies of chlorpyrifos, O,O-diethyl-O-(3,5,6-trichloro-2-pyridyl) phosphorothioate on mosquito fish, Gambusia affinis were carried out in vivo, for 20 days to assess the locomotor behavior in relation to bioaccumulation and interaction with a targeted enzyme, acetylcholinesterase (AChE, EC: 3.1.1.7). Fish exposed to sub-lethal concentration of 60 microg/L (1/5 of LC 50) were under stress, and reduced their locomotor behavior like distance travelled per unit time (m/min) and swimming speed (cm/sec) with respect to the length of exposure. The alteration in locomotor behavior of fish may be due to an accumulation of acetylcholine (ACh), a neurotransmitter at synaptic junctions, due to the inhibition of AChE enzyme activity (40 to 55%) in brain and also bioaccumulation of the toxicant in different parts of fish. The bioaccumulation values indicated that the accumulation of chlorpyrifos was maximum in viscera followed by head and body. The average bio-concentration values are 0.109, 0.009 and 0.004 microg/g for viscera, head and body with depuration rates of 2.24, 1.69 and 0.39 ng/h respectively. It is evident from the results that the sub-lethal concentration [1/5 of LC 50; equivalent to Lowest Observed Effect Concentration (LOEC)] of chlorpyrifos can able to alter the locomotor behavior of G. affinis in relation to the length of exposure. The findings revealed that the locomotor activity of test organism could be considered as a suitable marker to evaluate the affect of toxicant even at LOEC levels.","Times Cited in Web of Science Core Collection:  105     Total Times Cited:  125 | RAYYAN-INCLUSION: {""Kyle ""=>""Maybe"", ""Jack""=>""Excluded""} | RAYYAN-LABELS: unsure on the behaviours it measures","10.3390/ijerph2005030013     WE  - ???database.MEDLINE.MEDLINE.full???","Brain;Culicidae",NA,NA
"58","rayyan-732627144","Sublethal effects of monocrotophos on locomotor behavior and gill architecture of the mosquito fish, <i>Gambusia affinis</i>",2005,NA,NA,"JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART B-PESTICIDES FOOD CONTAMINANTS AND AGRICULTURAL WASTES","[""0360-1234"", ""1532-4109     J9  - J ENVIRON SCI HEAL B     JI  - J. Environ. Sci. Health Part B-Pestic. Contam. Agric. Wastes""]",40,6,"813-825","Rao, JV and Begum, G and Sridhar, V and Reddy, NC","","English","","Indian Inst Chem Technol, Div Biol, Toxicol Unit, Hyderabad 500007, Andhra Pradesh, India","Subacute studies of monocrotophos [Dimethyl (E)-l-methyl-2-(methyl-carbamoyl) vinyl phosphate] on mosquito fish, Gambusia affinis, were carried out in vivo for 24 days to assess the locomotor behavior, structural integrity of gill, and targeted enzyme acetylcholinesterase (AChE, EC: 3.1.1.7) interactions. Monocrotophos (MCP) can be rated as moderately toxic to G. affinis, with a median lethal concentration (LC50) of 20.49 +/- 2.45 mgL(-1). The fish exposed to sublethal concentration of LC10 (7.74 mgL(-1)) were under stress and altered their locomotor behavior, such as distance traveled per unit time (m min(-1)) and swimming speed (cm sec(-1)) with respect to the length of exposure. Inhibition in the activity of brain AChE and deformities in the primary and secondary lamellae of gill may have resulted in failure of exchange of gases. The maximum inhibition of 95% of AChE activity was observed on days 20 and 24. Morphological aberrations in the gills were also studied during exposure to the sublethal concentration of monocrotophos for a period ranging from 8 to 24 days. The extent of damage in gill was dependent on the duration of exposure. The findings revealed that inhibition in brain AChE activity and structural alteration in gill were responsible for altering the locomotor behavior of exposed fish.","Times Cited in Web of Science Core Collection:  21     Total Times Cited:  24     Cited Reference Count:  37 | RAYYAN-INCLUSION: {""Kyle ""=>""Maybe"", ""Jack""=>""Excluded""} | RAYYAN-LABELS: may do other relevant behaviours","10.1080/03601230500227509     WE  - Science Citation Index Expanded (SCI-EXPANDED)","Gambusia affinis;monocrotophos;acetyleholinesterase;gill;locomotor behavior;BRAIN ACETYLCHOLINESTERASE RESPONSE;OREOCHROMIS-MOSSAMBICUS;HISTOPATHOLOGICAL CHANGES;EURYHALINE FISH;TOXICITY;CHLORPYRIFOS;MALATHION;EXPOSURE;Culicidae",NA,NA
